,Unnamed: 0,ID,N_pixel,N_pixel_16,N_pixel_17,N_pixel_18,N_pixel_19,N_pixel_20,N_pixel_21,N_pixel_22,P1_16,P1_17,P1_18,P1_19,P1_20,P1_21,P1_22,FEATURE,Especie,TIPOCORTA1,Especie2,TIPOCORTA2,TEMATICO,AREA_Calcu,Perimetro,RATIO,ID_Unico,Fecha_apro,Intensidad,Fecha_ap_2,Intens_2,Clara_Hech,OBSERV,layer,path,ABREV,Apta,Fecha,geometry,%2016,%2017,%2018,%2019,%2020,%2021,%2022,Area,Area_Calcu,Perimeter,Numero,2016,2017,2018,2019,2020,2021,2022,verif,2023,2024,pred
7,12,24.0,32,0,0,17,2,0,0,7,0,0,17,2,0,0,0,30200052.0,Pino laricio - (Austriako) Larizio pinua,clara,,,2016 ejecutado,19344.113,566.3601686249652,34.155,43863120164057,2018.0,Moderado,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Laricio A.,SI,2018.0,"POLYGON ((-1.2807010454502488 42.722108000407644, -1.2808446174340726 42.722057738211, -1.2811240458536335 42.72231571772856, -1.2814737217373378 42.72275937012329, -1.2815170873354442 42.72306081752832, -1.2814646897292388 42.723202988946106, -1.2813964697639557 42.723333009704575, -1.2811018078238277 42.723471544492966, -1.2808806460772362 42.723581399175686, -1.280734465301534 42.72360898723921, -1.2806228888285358 42.723553702685514, -1.2803585367720012 42.723472297395396, -1.2801343981378728 42.723397452093266, -1.280000241504993 42.723282262017804, -1.2801719641344589 42.72320740592532, -1.2800704024517688 42.723024215740566, -1.2798046083200538 42.72305297329701, -1.279725827552095 42.723031407663925, -1.2796316853447025 42.72300480967704, -1.279514627522857 42.72298346364297, -1.2795938106021683 42.72259011071818, -1.2795091059817527 42.72235938764467, -1.2796629341666155 42.72225442708021, -1.2803051295404713 42.72216876860556, -1.2807010454502488 42.722108000407644))",0.0,0.0,53.125,6.25,0.0,0.0,0.0,,,,,N,N,H,C,N,N,N,T,X,X,C
8,13,26.0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30200052.0,Roble americano - Haritz amerikarra/Norteko haritza,clara,,,2016 ejecutado,19480.205,576.824307295137,33.771,45043120164138,2018.0,Leve,2020,Moderado,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,R. America,SI,2018.0,"POLYGON ((-1.6769210539510986 43.14022759525087, -1.6771242516580869 43.14024858662761, -1.6774336163116719 43.14030435839907, -1.67766703487627 43.14034061177995, -1.6778088320298408 43.140375804918015, -1.67811238690624 43.14046506285613, -1.6782737614205832 43.14068001698297, -1.678303120963146 43.140778315985386, -1.6783204329425594 43.140888000888786, -1.678309711708382 43.14102041102605, -1.6782817068309934 43.14122465193861, -1.6782245907724904 43.14131907013885, -1.6781588632012294 43.141447964020514, -1.6781684307456006 43.14155179668049, -1.6781739666285715 43.141842860774865, -1.6781732409271528 43.14200860022868, -1.6778030011721718 43.14181768393829, -1.6774816695500043 43.14157483980821, -1.6769292926081403 43.14133515529263, -1.6764259545653704 43.141037710178686, -1.6764240019561327 43.14097506794923, -1.6764652892486953 43.14070038964997, -1.6766174885496674 43.14020052505363, -1.6767432257455226 43.14021062670765, -1.6769210539510986 43.14022759525087))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,N,N,N,N,N,N,N,F,X,X,N
9,14,27.0,31,0,7,0,0,0,0,1,0,7,0,0,0,0,0,30200052.0,Roble americano - Haritz amerikarra/Norteko haritza,clara,,,2016 ejecutado,19311.633,619.9758014819154,31.149,45103120164138,2017.0,Moderado,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,R. America,SI,2017.0,"POLYGON ((-1.6774103651228118 43.14245465868163, -1.6773298931318188 43.1424677090303, -1.6772609946034345 43.14247530121539, -1.677166517037616 43.142429469825785, -1.6770643460746062 43.142386346254014, -1.6769621125318555 43.14234601692788, -1.6768749708417905 43.14231425084155, -1.6767731596241773 43.14225435360182, -1.676705467332886 43.142206034777146, -1.6766035370685295 43.14215172883185, -1.676520694331763 43.142097641813656, -1.6764419717259356 43.142029622596056, -1.6763748818687865 43.141953349130226, -1.6763034936493688 43.141899395381756, -1.6762398593598375 43.141839939387694, -1.6761419886396873 43.14177449435625, -1.6760325434254206 43.1417145081137, -1.6759574592768482 43.14165491855187, -1.6758834546070636 43.14162280398934, -1.6757834220051342 43.14153962407072, -1.6757132858367494 43.14148661643154, -1.675638060225636 43.14143354983188, -1.675572852919146 43.14138805596227, -1.675514590862017 43.14134108194807, -1.6757083339908372 43.140860633793444, -1.6758072548862704 43.14070386687168, -1.6759325962616485 43.14064705895362, -1.6764259545653704 43.141037710178686, -1.6769292926081403 43.14133515529263, -1.6774816695500043 43.14157483980821, -1.6778030011721718 43.14181768393829, -1.6781732409271528 43.14200860022868, -1.6782154750218148 43.14212841947665, -1.678180873020984 43.14214835097878, -1.678153610295072 43.142164054882855, -1.6780567843581546 43.14222724949045, -1.6779909244767894 43.142277438106326, -1.6779519635303886 43.1423071282933, -1.677899466760077 43.142333028722696, -1.6778245956345266 43.14236996794896, -1.6777016497164015 43.142404898059866, -1.6775788832434129 43.142431440427885, -1.6774946530899884 43.14244165238965, -1.6774732670246395 43.14244495243307, -1.6774103651228118 43.14245465868163))",0.0,22.58064516129032,0.0,0.0,0.0,0.0,0.0,,,,,N,C,N,N,N,N,N,T,X,X,C
10,15,31.0,30,0,0,0,3,6,2,22,0,0,0,3,6,2,1,30200052.0,Pino silvestre o albar - Pinu gorria,Clara,,,2016 ejecutado,19599.02,611.2377362297764,32.064,49683120164163,2020.0,Grave,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,P. silvest,SI,2020.0,"POLYGON ((-1.0580852513654126 42.7705576583886, -1.0579496249865743 42.770523607699914, -1.0577888669637066 42.77044638389027, -1.0574390948563641 42.77036797653128, -1.0572324863043046 42.77035832794895, -1.057308013201938 42.770232427837556, -1.0572687572068649 42.77011691585825, -1.0572192824783821 42.76998960911583, -1.0572290160343825 42.76989229413628, -1.057267030805328 42.76979819180043, -1.0571768727142217 42.76969043018096, -1.0570938801473295 42.769540438601915, -1.0569733080880825 42.76910929099336, -1.057082383561559 42.76907497348443, -1.0573459856860388 42.76912284946878, -1.0576997152152416 42.76923470849329, -1.0581084384915649 42.76927343459938, -1.058505884097989 42.76932786368933, -1.0587644056237042 42.76934019558646, -1.0592560083337568 42.76940260953699, -1.0594815328129061 42.769424161655145, -1.059069140595207 42.76978885448278, -1.0585849239981462 42.77027860498611, -1.0583852789221166 42.770559783804764, -1.0583846257093399 42.770561873602354, -1.0583695343443105 42.77056077657501, -1.0583419247487094 42.770558770237365, -1.0582000089366363 42.77056549786387, -1.0580852513654126 42.7705576583886))",0.0,0.0,0.0,10.0,20.0,6.666666666666667,3.3333333333333335,,,,,N,N,N,C,C,C,C,T,X,X,C
11,16,32.0,28,0,3,0,2,1,0,0,0,3,0,2,1,0,0,30200052.0,Haya - Pagoa/Bagoa,Clara,,,2016 ejecutado,18151.255,565.6733217975275,32.088,51653120164131,2017.0,Moderado,2018,Moderado,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Haya,SI,2017.0,"POLYGON ((-1.792072518231985 42.987557814928465, -1.7922406230079073 42.98759056077298, -1.7922651868188815 42.98775694900615, -1.7920700017511304 42.98800283360585, -1.7920699748250457 42.98800286752584, -1.791895266900862 42.988217457829116, -1.7917678984598568 42.98837390084529, -1.7916907647113909 42.98854892643893, -1.791691470423438 42.98868233613543, -1.7916244676693485 42.98866096951079, -1.7914713614317797 42.98862148694629, -1.7911605668913149 42.98855967048539, -1.7909074565460126 42.98849194392659, -1.790718448240352 42.988448009904545, -1.7903014774898696 42.98836940051149, -1.7899922446938978 42.98830757037112, -1.7897707724759193 42.988257213192256, -1.7896977955726412 42.98824061973101, -1.7896447969412161 42.98822857070195, -1.7897218783251334 42.988141692832414, -1.7901734725288825 42.98781327313064, -1.7910797156490312 42.98744480409431, -1.7915124779073477 42.98729722404568, -1.7915717893210805 42.987276997556904, -1.792072518231985 42.987557814928465))",0.0,10.714285714285714,0.0,7.142857142857142,3.571428571428571,0.0,0.0,,,,,N,C,N,C,C,N,N,T,X,X,C
12,17,36.0,31,0,2,0,0,22,0,9,0,2,0,0,22,0,0,30200052.0,Pino laricio - (Austriako) Larizio pinua,Clara,,,2018 ejecutado,18917.793,603.0383389339528,31.371,54223120184098,2020.0,Grave,,,C,C,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Laricio A.,SI,2020.0,"POLYGON ((-1.7459836264375737 42.95113290277441, -1.7460815857532428 42.950843105200306, -1.745587173045223 42.950749303325665, -1.7450775116566013 42.9506663812707, -1.7451802948993322 42.95004881892459, -1.745539923265784 42.950005989132315, -1.7458896620487026 42.94992193296266, -1.7462402104352783 42.949797947362306, -1.7466357121038405 42.94960253893951, -1.7467890749391415 42.949548297157946, -1.7468828853839995 42.949749055465524, -1.7468901908348144 42.949924904278426, -1.746981409219498 42.95025346925713, -1.747119041309732 42.95043874120851, -1.7471691958068685 42.95064700880703, -1.7472318422577735 42.951019052158635, -1.7467888156660967 42.95104301812395, -1.7464832023605503 42.951061283423215, -1.746187833565269 42.951118372669896, -1.7461311083709574 42.95113486976823, -1.7459836264375737 42.95113290277441))",0.0,6.451612903225806,0.0,0.0,70.96774193548387,0.0,0.0,,,,,N,C,N,N,H,N,N,F,X,X,H
13,18,37.0,30,0,0,0,3,0,0,0,0,0,0,3,0,0,0,30200052.0,Pino silvestre o albar - Pinu gorria,Clara,,,2018 ejecutado,19950.168,624.9573019141691,31.922,54983120184163,2020.0,Grave,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,P. silvest,SI,2020.0,"POLYGON ((-1.1476140103374417 42.92626409800577, -1.1479812021750697 42.92651265895532, -1.1482545117790819 42.9266785298477, -1.1484829354823052 42.92687596530155, -1.1488382886940454 42.92723690168294, -1.148812022521376 42.92749892337378, -1.1488663810010342 42.9277672649512, -1.1488629492100297 42.927881832264376, -1.148787438630204 42.92797230724852, -1.14866967140108 42.92808503394929, -1.1485227924605501 42.92812850143721, -1.1483079537595668 42.928010402575744, -1.1480138559373063 42.927761107597306, -1.1477398582942662 42.92753506356138, -1.1473628433435645 42.9272767886846, -1.1471087310646728 42.92708162753834, -1.146867067592295 42.926817897315104, -1.1465621246078093 42.92658371321553, -1.1463636056874082 42.926439427740476, -1.1464505723126952 42.92639193998334, -1.1466511208557493 42.9263602672308, -1.1468706777966777 42.92632889292972, -1.1470708196530364 42.92631117938972, -1.1472327353902267 42.92629983439291, -1.147365744626403 42.92630198774194, -1.1475272541117791 42.926304602286955, -1.1476140103374417 42.92626409800577))",0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,N,N,N,C,N,N,N,T,X,X,C
14,19,38.0,27,0,0,0,6,0,0,2,0,0,0,6,0,0,0,30200052.0,Haya - Pagoa/Bagoa,Clara,,,2017 ejecutado,17569.721,581.4228576469471,30.218,56873120174070,2020.0,Moderado,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Haya,SI,2020.0,"POLYGON ((-1.3025033153168295 42.92944041314035, -1.302693251559533 42.9292295713628, -1.3027750567243164 42.92907410181209, -1.3027993202028978 42.92889641224294, -1.3027460816412695 42.928717573281205, -1.3027230783839552 42.92849645128249, -1.3026615442343112 42.928351080679946, -1.3034256699079918 42.928182374505575, -1.3037401841866525 42.92816255437967, -1.303952923051073 42.9281799512026, -1.30399784584758 42.928308813051466, -1.3040196801816724 42.928572648917914, -1.3041029636128596 42.92871632300899, -1.304263163535723 42.92888250158097, -1.304317187994778 42.92903286386915, -1.3044202390232307 42.92916258590648, -1.304628881334908 42.929329482575085, -1.3046976155723475 42.92949025693448, -1.304500358437841 42.92949667805669, -1.3044290454786291 42.929547010154046, -1.304156042275804 42.929533621622156, -1.3039149429459962 42.92951603357919, -1.3035913574898281 42.92949255064439, -1.3031799594878164 42.92942571958276, -1.3029641508475132 42.929413177112465, -1.3027919285605087 42.9294339807071, -1.3025033153168295 42.92944041314035))",0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,,,,,N,N,N,C,N,N,N,T,X,X,C
15,20,39.0,30,1,0,0,0,0,0,2,1,0,0,0,0,0,0,30200052.0,Pino silvestre o albar - Pinu gorria,Clara,,,2016 ejecutado,19723.724,630.6976872136909,31.273,58653120174143,2019.0,Leve,,,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,P. silvest,SI,2019.0,"POLYGON ((-0.9040404568542816 42.84420771530453, -0.904208364461621 42.844015528423256, -0.9041479265821435 42.8438830495731, -0.9040178663218672 42.843729394914526, -0.9039962120819632 42.843660849459056, -0.904009537972901 42.84362539818027, -0.9041087426888162 42.843560299696385, -0.9042005247019974 42.8435352089345, -0.9043510942795241 42.84356473752871, -0.9044419715541454 42.84356640149971, -0.9045924219011835 42.84360597703389, -0.9047403616173992 42.84370027405723, -0.9049248911947798 42.84380722617833, -0.9049177825272064 42.84383832495623, -0.9049291484409984 42.84386083808962, -0.9050010995458354 42.843884460238684, -0.9050427458725169 42.84390752763415, -0.9050657792893767 42.84394363556436, -0.9051188036105036 42.84398922527663, -0.9052321122104211 42.844044833177286, -0.9053581433951643 42.844082826150064, -0.9054908308999147 42.84410310214201, -0.9055579341421637 42.844090948904395, -0.9056142742339678 42.84403843692654, -0.9056813651547365 42.844026283390605, -0.9057652854404216 42.844054590499475, -0.9057880179716779 42.84409961661006, -0.9058105997023059 42.84414910637445, -0.9059002728292604 42.84418643347426, -0.9059910005894333 42.84419255089414, -0.9060758252185062 42.84419410282885, -0.9061483794931774 42.84419989663555, -0.9061779191422946 42.84422274212851, -0.9061521859959151 42.84426688149894, -0.9060899432742494 42.84431481933265, -0.9060631433029224 42.84439016806905, -0.9061254159566919 42.84444928074657, -0.9060249461243467 42.844681137102086, -0.9058831701567395 42.84496092693366, -0.905816918984801 42.84515932573688, -0.9057388065926593 42.845298417476265, -0.9054448401299017 42.845194857842664, -0.9051771657562196 42.84509946885212, -0.9047610705189668 42.84497714809269, -0.9046409076000235 42.845051840821746, -0.9045261651620478 42.844957169963045, -0.9044721456658542 42.84492724824919, -0.9044259774136634 42.84489747927042, -0.9044122173759708 42.84483937101502, -0.9043919746695797 42.84474064013895, -0.9043949072998806 42.844653913871525, -0.9043349796745753 42.844566027601644, -0.9042353669495179 42.84448899487866, -0.9041675882725368 42.844400964754925, -0.9041151212363471 42.84432479525476, -0.9040404568542816 42.84420771530453))",3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,,,,,C,N,N,N,N,N,N,F,X,X,N
16,21,40.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30200052.0,Haya - Pagoa/Bagoa,Clara,Pino silvestre o albar - Pinu gorria,Clara,2017 ejecutado,16230.868,531.2924843571784,30.55,59673120174181,2020.0,Moderado,,,C,C,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Haya,SI,2020.0,"POLYGON ((-1.583426892953831 42.926046553567936, -1.5843662473693145 42.926389658946164, -1.5850733165069886 42.9270282210132, -1.584616800586886 42.92726565755265, -1.5842371795007137 42.92726483457402, -1.5835342783916584 42.927263305793794, -1.5832118253084584 42.926891334348845, -1.5829630221789182 42.92660431753098, -1.5825485322448178 42.92615030372528, -1.583426892953831 42.926046553567936))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,N,N,N,N,N,N,N,F,X,X,N
17,22,41.0,25,0,0,0,0,2,4,9,0,0,0,0,2,4,4,30200052.0,Abeto Douglas - Douglas izeia,Clara,,,2017 ejecutado,15751.306,522.7289783250035,30.133,59903120174188,2018.0,Leve,2021,Moderado,C,,2016_17_18_menos_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_17_18_menos_2ha.shp,Abeto D.,SI,2018.0,"POLYGON ((-1.0878665873141782 42.91432017521474, -1.0882059857974236 42.914161933501994, -1.0884288736745285 42.914165656790324, -1.088878628456678 42.91404438041282, -1.0892625296315355 42.913992250811994, -1.0896598934872377 42.913957287793636, -1.0896287918199101 42.913985313996015, -1.0896129216356285 42.91400569719948, -1.0896051289733406 42.9140200018938, -1.0895848206404672 42.914069036488655, -1.0893374158249123 42.9146016283373, -1.08927420289061 42.914897471109796, -1.0892321588802345 42.915228733999434, -1.088592938781563 42.91524899139709, -1.087825249000863 42.91527602021072, -1.087844510277938 42.91503399479453, -1.0878665873141782 42.91432017521474))",0.0,0.0,0.0,0.0,8.0,16.0,16.0,,,,,N,N,N,N,C,C,C,F,X,X,N
18,23,42.0,124,17,81,10,13,28,3,20,17,81,10,13,28,3,10,30200053.0,Pino alepo o carrasco - Alepo pinua,Clara,,,2016 ejecutado,83322.975,1290.7333421154397,64.555,1313120163292,2017.0,Moderado,,,C,Intenso,2016_mayor_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_mayor_2ha.shp,P. Alepo,SI,2017.0,"POLYGON ((-1.6735892170594662 42.22612944919068, -1.6735405590158894 42.22609446520961, -1.673301364014059 42.226018551105945, -1.6729932771341194 42.22598916631115, -1.6726043014084748 42.22598896981471, -1.6722338486896953 42.2259889864477, -1.671919674575052 42.22595521438568, -1.6699835444321323 42.22486917817639, -1.6701049543287372 42.22474295201156, -1.6701936343927553 42.22463640274106, -1.6703002826014692 42.224555891149286, -1.670413367595737 42.22446253936809, -1.6708306323373123 42.22429095603092, -1.6709929248384496 42.224206774754904, -1.6711432214471713 42.22410524364252, -1.6712504091329206 42.22399890797943, -1.6713273611381967 42.223862114618235, -1.6713678460606198 42.22369906931471, -1.6713223366244843 42.2235135122426, -1.671253504712552 42.22326313838565, -1.6712251646578264 42.22314232673912, -1.6712627423629811 42.223038741917286, -1.6713575058538905 42.2229365670913, -1.6714754115258001 42.22290780762622, -1.6715862368676588 42.22292200607443, -1.6717647803145215 42.22294558050065, -1.6720105906154754 42.22300006790161, -1.672414488357446 42.22305633982499, -1.6725683677017056 42.22309008355069, -1.6726867517927506 42.223084167790695, -1.6727361057136974 42.2230805961725, -1.672680258336212 42.223119972853816, -1.6726242165069112 42.223177881764855, -1.6726059509754447 42.223208795365146, -1.672599089529299 42.22326621074982, -1.6727393945782643 42.22332386137466, -1.6728051420994567 42.2233642850081, -1.6731225159999084 42.22355942651783, -1.6734514964722127 42.223769777570595, -1.673897293001846 42.22400299397381, -1.6740435453092009 42.22409504293436, -1.674230941490467 42.22418158729877, -1.674358206172533 42.22425399925968, -1.6744742656627398 42.22429326529567, -1.6745746380287359 42.22430973566236, -1.6745954981331874 42.22437602730469, -1.6745919927983022 42.22446655190028, -1.6745465247931186 42.224527591967565, -1.6744588152923563 42.224663398573036, -1.6744211535099132 42.22473240012178, -1.674415454331765 42.22477024082303, -1.6744254052231389 42.22482744535323, -1.674477664220633 42.224940490218444, -1.6744853029747986 42.22506071955426, -1.6744443281655068 42.2251114184935, -1.6744055813230407 42.2251482918253, -1.6743788270103195 42.22517374896689, -1.6743424198096886 42.22521983551658, -1.6743348973583725 42.225234779704294, -1.674336708117562 42.22525653229442, -1.6743431363136572 42.22527824819646, -1.67445583516273 42.22529463599695, -1.6745931594296761 42.22530739964295, -1.6745863287242762 42.22537847770183, -1.67455473672557 42.225440560718674, -1.674530407780111 42.22546708162304, -1.674476725032995 42.22548808476772, -1.6743922355061926 42.22550930819905, -1.6742554169035764 42.22553663619607, -1.6741574707220952 42.22559232324895, -1.6741195737787078 42.225644147383015, -1.6741183926846286 42.225672791057654, -1.6742243969575397 42.225770552628056, -1.6742974876877068 42.22582387592907, -1.6744030971129713 42.22588957114452, -1.674530513914521 42.22597457515283, -1.6745448845344537 42.2260145660981, -1.674485146068248 42.226096794596316, -1.6743921951704401 42.22611293086384, -1.6742932580852226 42.22612038805254, -1.6741637233312543 42.226114585730365, -1.6740154074571103 42.22612148082902, -1.6737798564360145 42.226166093108, -1.67368735559964 42.226160718497745, -1.6735892170594662 42.22612944919068))",13.709677419354838,65.32258064516128,8.064516129032258,10.483870967741936,22.58064516129032,2.4193548387096775,8.064516129032258,,,,,C,H,C,C,C,C,C,T,X,X,C
19,25,49.0,51,21,6,1,7,0,46,3,21,6,1,7,0,46,1,30200053.0,Pino radiata - Insignis pinua/Radiata pinua/Pinu beltza,Clara,,,2016 ejecutado,31150.731,769.7704372112593,40.468,3683120163038,2017.0,Moderado,2021,Hecho,C,Bosquetes,2016_mayor_2ha,C:/Users/giambelluca.144055/OneDrive/Doctorado/Datos_Laura/2016 2018 2019 Menos 2ha/2016_mayor_2ha.shp,P. Radiata,SI,2017.0,"POLYGON ((-1.7596258401034142 43.127181082377966, -1.759602557783927 43.12715870414478, -1.7595950907816875 43.12716209143097, -1.759199647413123 43.126842697760445, -1.7588980285973528 43.12692234872339, -1.7587761225705243 43.126792496294904, -1.7587072417916683 43.126670912584764, -1.7586935859129453 43.12667524124099, -1.7586963049396764 43.126540789652495, -1.7584492679957446 43.12616081154143, -1.7587407386999923 43.126023005866614, -1.7592038276748345 43.125795846026485, -1.759444278544221 43.125661631334765, -1.7595411548357252 43.12562951272409, -1.7598623401486602 43.12542154217308, -1.7599826898752582 43.12534821634779, -1.76039095311807 43.125593115988245, -1.7607117648112083 43.12571975876477, -1.7608589363486937 43.12582499870735, -1.7610462161616216 43.12600533001525, -1.7611984874511426 43.12614044729938, -1.7612041998822099 43.126145524798574, -1.7612835039595727 43.12618706692346, -1.761592437816916 43.1263908931303, -1.7616870926422703 43.12645765235055, -1.761897981355699 43.1266221102766, -1.762058944866941 43.12675432188997, -1.7617342268229073 43.12674345998113, -1.7614820499580477 43.126736480096184, -1.7614079705964485 43.126730239263225, -1.7613733325729122 43.126732385594075, -1.7613323756351147 43.126738182462795, -1.7613039720208121 43.12674452044584, -1.7612714802960854 43.126753011317625, -1.7612370952613337 43.12675906840747, -1.761193257204846 43.12676568948193, -1.7611447035074177 43.126775708295845, -1.7611020647542037 43.126781991136596, -1.761058657912367 43.12678551919524, -1.761029694034508 43.126786521912166, -1.7610398388962731 43.12681703314062, -1.7609179548723959 43.12682607847513, -1.760767397733906 43.12685347067614, -1.7606193771650762 43.12689540160089, -1.7604711889775027 43.126945622770855, -1.7603200871757123 43.12699995830401, -1.7601180094140305 43.12705581426656, -1.7598648717928391 43.12711733560519, -1.7596258401034142 43.127181082377966))",41.17647058823529,11.76470588235294,1.9607843137254901,13.725490196078432,0.0,90.19607843137256,1.9607843137254901,,,,,H,C,C,C,N,H,C,T,X,X,C
